Program,Safe Testcase Num,Average Time Cost (ms),Safety Status
MultiSumRatio,1,822.000,unsafe
TO_BASE,1,452.000,unsafe
MetricsCalculator,18,470.167,unsafe
PressureMonitor,6,514.167,unsafe
Power2Bit,9,481.778,unsafe
Power3Bit,6,469.500,unsafe
