Program,Safe Testcase Num,Average Time Cost (ms),Safety Status
MultiSumRatio,1,1068.000,unsafe
TO_BASE,1,494.000,unsafe
MetricsCalculator,12,473.917,unsafe
PressureMonitor,6,492.167,unsafe
Power2Bit,13,472.385,unsafe
Power3Bit,8,503.875,unsafe
