Program,Safe Testcase Num,Average Time Cost (ms),Safety Status
MetricsCalculator_2,18,1181.056,unsafe
MultiSumRatio,1,585.000,unsafe
TO_BASE,2,518.500,unsafe
MetricsCalculator,14,487.857,unsafe
PressureMonitor,6,493.000,unsafe
Power2Bit,7,492.857,unsafe
Power3Bit,11,549.818,unsafe
