Program,Safe Testcase Num,Average Time Cost (ms),Safety Status
MetricsCalculator_2,30,1646.933,unsafe
MultiSumRatio,1,1284.000,unsafe
TO_BASE,1,471.000,unsafe
MetricsCalculator,14,466.214,unsafe
PressureMonitor,6,500.500,unsafe
Power2Bit,4,483.750,unsafe
Power3Bit,6,491.333,unsafe
